filename,width,height,class,xmin,ymin,xmax,ymax
chrome_msN5K5Ezuy_png.rf.6c0eeb9e2a299bc4d97c1b64d9cc3c38.jpg,328,222,green_light,67,34,116,139
chrome_msN5K5Ezuy_png.rf.6c0eeb9e2a299bc4d97c1b64d9cc3c38.jpg,328,222,green_light,136,35,178,137
images-2-_jpg.rf.6c43c86fe1b37880b9120179cd46c2a1.jpg,275,183,yellow_light,38,39,79,139
7c5dcaccabcaa5b8_jpg.rf.6cd448594eae7514ded682dc8d76baaf.jpg,639,401,green_light,172,323,189,365
7c5dcaccabcaa5b8_jpg.rf.6cd448594eae7514ded682dc8d76baaf.jpg,639,401,green_light,564,349,577,380
WhatsApp-Image-2023-05-11-at-20-23-41-2-_jpeg.rf.6e2469ad44bfd42953918342194e57d9.jpg,554,1096,yellow_light,334,1015,344,1041
chrome_sa5damWwRL_png.rf.6c2bb2174e909b9fc5ea0e6c817e1d7b.jpg,221,305,yellow_light,130,22,197,198
Screenshot-2022-11-20-155228_png.rf.6c78db0b773b45e2aeddcc6d8a496a8e.jpg,649,397,red_light,270,119,348,289
chrome_26oNBHwZoC_png.rf.6c20c72dc549e9d84ef8b74c36052c33.jpg,339,201,green_light,216,55,244,131
chrome_spRupUR9Hu_png.rf.6ddd0d9dc970bd5388da390ee7a069b7.jpg,1057,683,truck,627,419,1057,660
303b923e96831a44_jpg.rf.6dfb84bd22e104e78319341461ce46ef.jpg,1024,768,van,64,288,244,393
4d3efa1d7175e776_jpg.rf.6c487f2207fe6bd39db336b367405a79.jpg,640,275,green_light,400,167,425,235
115_jpg.rf.6f7c6373b246d5545d9f616577d8d7f7.jpg,318,159,truck,73,25,318,134
chrome_SFlUy3KLP0_png.rf.6ebcb4ec1fcf66980a1776200d1918d9.jpg,188,289,yellow_light,48,22,156,289
chrome_sEEmbcVQKn_png.rf.6f7edeec893f9ebf120adaa3b1b165ed.jpg,456,113,green_light,318,58,335,105
chrome_sEEmbcVQKn_png.rf.6f7edeec893f9ebf120adaa3b1b165ed.jpg,456,113,green_light,238,22,255,59
chrome_xT8s3CNajU_png.rf.6e9edbf29392e695821bc16bc56adcb7.jpg,371,245,truck,7,59,371,207
14720d5192e30a7f_jpg.rf.6f33444f5caf24fce319ea2e89699efe.jpg,1024,582,van,336,82,982,462
14720d5192e30a7f_jpg.rf.6f33444f5caf24fce319ea2e89699efe.jpg,1024,582,car,612,83,947,240
84931fd3f29a83fe_jpg.rf.6e5d286dbd06e7e54ac1ef66ebd23509.jpg,1024,668,bus,60,415,807,621
2950edad3e818f9a_jpg.rf.6f2d886f8e2dfb8bc1bfc4da2fe8a024.jpg,1024,683,van,42,77,761,617
2950edad3e818f9a_jpg.rf.6f2d886f8e2dfb8bc1bfc4da2fe8a024.jpg,1024,683,car,0,356,70,423
IMG_0784-2-_JPG.rf.6ed165c87dd6d5a492aa285cd4d7ce6b.jpg,3999,2668,yellow_light,1978,1520,2209,2120
1781ceeba365928b_jpg.rf.6f007919b968184e9d1620eca00a731c.jpg,1024,768,bus,290,132,861,659
1781ceeba365928b_jpg.rf.6f007919b968184e9d1620eca00a731c.jpg,1024,768,car,0,414,101,626
1781ceeba365928b_jpg.rf.6f007919b968184e9d1620eca00a731c.jpg,1024,768,car,837,406,931,489
1781ceeba365928b_jpg.rf.6f007919b968184e9d1620eca00a731c.jpg,1024,768,car,959,414,1024,517
1781ceeba365928b_jpg.rf.6f007919b968184e9d1620eca00a731c.jpg,1024,768,truck,908,353,990,442
chrome_71oK948Ge9_png.rf.6ff438755f99f0fb39f767ac632ac82b.jpg,352,232,bus,23,17,352,232
00868a00547307b0_jpg.rf.6fbc73d535415c180bd0e8265b200516.jpg,1024,576,bus,467,102,1024,494
00868a00547307b0_jpg.rf.6fbc73d535415c180bd0e8265b200516.jpg,1024,576,car,277,323,382,403
00868a00547307b0_jpg.rf.6fbc73d535415c180bd0e8265b200516.jpg,1024,576,truck,95,202,277,435
00868a00547307b0_jpg.rf.6fbc73d535415c180bd0e8265b200516.jpg,1024,576,car,422,315,501,372
chrome_Py0iGbnZES_png.rf.6ffcadd11c9816a537d681a2da02942c.jpg,431,637,red_light,78,170,238,564
FUSO-6D24-2006-TRUCK_HEAD_-22-_jpg.rf.6fe960877fd9b2250443f72ec1592384.jpg,640,640,truck,63,83,560,577
FUSO-6D24-2006-TRUCK_HEAD_-22-_jpg.rf.6fe960877fd9b2250443f72ec1592384.jpg,640,640,truck,548,230,619,315
FUSO-6D24-2006-TRUCK_HEAD_-22-_jpg.rf.6fe960877fd9b2250443f72ec1592384.jpg,640,640,truck,82,238,214,309
FUSO-6D24-2006-TRUCK_HEAD_-22-_jpg.rf.6fe960877fd9b2250443f72ec1592384.jpg,640,640,truck,1,204,77,358
chrome_UVl5mwO1YD_png.rf.70cda1e033099dc858bc20b6028c9503.jpg,398,235,truck,96,138,131,176
chrome_46g6V1ETis_png.rf.716622cb2348b6ee57f61e6e3d311b5e.jpg,317,505,bus,75,173,317,394
8c4c6cfeb1a0e297_jpg.rf.703f1f0398c7e903467d82b6728d2154.jpg,1024,768,van,0,3,540,368
3de8c552ff0e4687_jpg.rf.6fbc42f25d0e84cbdf60169ffa617d1d.jpg,1024,678,red_light,399,205,423,261
3de8c552ff0e4687_jpg.rf.6fbc42f25d0e84cbdf60169ffa617d1d.jpg,1024,678,red_light,938,216,964,272
chrome_9ThaYe8qf5_png.rf.718c9f277f8102973214b042af0d44fb.jpg,596,455,yellow_light,241,143,304,301
154ddaa01cc09fce_jpg.rf.72163fa2e0545a3714d9089672de61d1.jpg,640,531,red_light,121,49,417,503
57_jpg.rf.7279aeee5d9e5fac38b5812bc5ceca94.jpg,416,416,car,285,182,392,253
57_jpg.rf.7279aeee5d9e5fac38b5812bc5ceca94.jpg,416,416,car,148,180,259,254
57_jpg.rf.7279aeee5d9e5fac38b5812bc5ceca94.jpg,416,416,car,9,190,117,254
987664e87437b110_jpg.rf.71ed83be9f944798d65a641d63a8a658.jpg,1024,712,van,419,566,705,702
b81944f3b4c49524_jpg.rf.728b4f80a939d6fe51e34f561a5582ac.jpg,640,402,red_light,476,200,512,296
b81944f3b4c49524_jpg.rf.728b4f80a939d6fe51e34f561a5582ac.jpg,640,402,red_light,186,201,223,296
b81944f3b4c49524_jpg.rf.728b4f80a939d6fe51e34f561a5582ac.jpg,640,402,red_light,432,274,454,341
chrome_YzDxJTnumy_png.rf.72973f9f37eda8213aa97f352aa0f441.jpg,342,226,truck,78,80,231,180
9689384e6be6b968_jpg.rf.7283a89739551fc9c326941f4485cc6d.jpg,1024,576,bus,440,344,648,416
9689384e6be6b968_jpg.rf.7283a89739551fc9c326941f4485cc6d.jpg,1024,576,car,3,368,68,408
chrome_6lzWv3lNm2_png.rf.72f559e1b486a9b6ded75063ba1a170f.jpg,365,244,green_light,48,43,95,164
chrome_Q2SWUv9X9A_png.rf.72f0e5cf259b6dd3b156807461bbc9da.jpg,898,495,red_light,708,202,805,429
chrome_Q2SWUv9X9A_png.rf.72f0e5cf259b6dd3b156807461bbc9da.jpg,898,495,red_light,209,1,326,272
1f785bec66df796c_jpg.rf.72cb8444f58f412923bc6745aa9dd4b9.jpg,768,1024,bus,0,264,650,983
chrome_aSgsgYINT0_png.rf.73580ccde79fb15537bbf612fdf1a4ab.jpg,1061,766,bus,406,315,1061,693
8d52918e93fc71a5_jpg.rf.73760dd1c15a4a9dea25bf91e4d43b39.jpg,1024,768,van,0,447,122,584
8d52918e93fc71a5_jpg.rf.73760dd1c15a4a9dea25bf91e4d43b39.jpg,1024,768,van,224,456,327,532
8d52918e93fc71a5_jpg.rf.73760dd1c15a4a9dea25bf91e4d43b39.jpg,1024,768,van,404,468,447,511
chrome_fUhR2xEmz3_png.rf.738e8fd841c5df04551b8425d3c942a7.jpg,587,265,yellow_light,360,117,395,218
chrome_oEkmyOdVrp_png.rf.737fe5c273ab7f4dcba533ef771221df.jpg,321,713,truck,49,373,245,571
IMG_0900-2-_JPG.rf.72fd24b8f8d3cb2a5da3de0b58fb7c8b.jpg,3624,2999,yellow_light,1630,1346,2052,2208
IMG_0800_JPG.rf.7383bd9df168a21895e9d359761b2cf6.jpg,4000,3000,yellow_light,1849,1291,2510,2945
2a909a4d5879aabe_jpg.rf.73c6dcc8a4b32bb0b3b8f13aeb8b9f4b.jpg,1024,672,motorcycle,735,203,1013,559
2a909a4d5879aabe_jpg.rf.73c6dcc8a4b32bb0b3b8f13aeb8b9f4b.jpg,1024,672,motorcycle,122,248,285,468
chrome_YstKo5vta5_png.rf.73f6b8d0c0b7da9e568c12fb4a891799.jpg,337,228,truck,45,0,264,178
1d686d3346160123_jpg.rf.73a8352bb9d5ecca8afbc7231696db54.jpg,1024,783,motorcycle,53,145,1024,680
067bcffbdbde5726_jpg.rf.7407074e52c9d54d4306d1437e556e4e.jpg,1024,765,motorcycle,259,427,779,765
0e0f3f222d0872ab_jpg.rf.742dc40f74eaf490f2f3f845f3f06340.jpg,1024,768,red_light,104,26,551,768
01b2216937273ed5_jpg.rf.741246db40edb9ebc2233272a8fc6750.jpg,1024,682,motorcycle,418,389,535,523
97b686ec6c5613cf_jpg.rf.740c49a8604094a283da2279fc62c484.jpg,1024,768,van,82,0,587,368
chrome_dtNnFbnD2k_png.rf.74612ce51e03126fcd2a7a2af00ef2f3.jpg,1079,531,yellow_light,414,15,495,132
chrome_dtNnFbnD2k_png.rf.74612ce51e03126fcd2a7a2af00ef2f3.jpg,1079,531,yellow_light,1012,423,1052,525
chrome_dtNnFbnD2k_png.rf.74612ce51e03126fcd2a7a2af00ef2f3.jpg,1079,531,yellow_light,625,447,642,469
chrome_dtNnFbnD2k_png.rf.74612ce51e03126fcd2a7a2af00ef2f3.jpg,1079,531,yellow_light,950,458,967,481
servicos-escolas-lista_s_jpg.rf.74a59361dd8c09408c7455e8a0fe0e31.jpg,300,300,bus,96,92,300,226
chrome_LRxpUf8PIx_png.rf.74cd11023f70d45c82da00ffb0da4112.jpg,333,217,truck,21,53,289,166
chrome_0o4o3Amybl_png.rf.7488860507373eecfaadebf003eeed85.jpg,1164,670,truck,571,464,809,573
49dd4bfc4c26a3dd_jpg.rf.74966d21976ce4784b1068a0bc297e55.jpg,1024,768,van,427,628,746,768
49dd4bfc4c26a3dd_jpg.rf.74966d21976ce4784b1068a0bc297e55.jpg,1024,768,van,0,566,120,690
49dd4bfc4c26a3dd_jpg.rf.74966d21976ce4784b1068a0bc297e55.jpg,1024,768,bus,0,402,83,446
1b7f7559166d6857_jpg.rf.74cd8134a3414d3751c0f9c51a50a099.jpg,1024,1024,bus,0,411,130,560
1b7f7559166d6857_jpg.rf.74cd8134a3414d3751c0f9c51a50a099.jpg,1024,1024,car,0,561,343,797
1b7f7559166d6857_jpg.rf.74cd8134a3414d3751c0f9c51a50a099.jpg,1024,1024,car,241,479,333,531
images-2022-07-29T180423-955_jpeg.rf.74e05dd94661d00ddfcd48678d74af44.jpg,260,194,truck,28,22,246,171
chrome_L39e6OivD7_png.rf.74f45d722efbda58491fb860d61842c7.jpg,258,408,yellow_light,48,81,161,408
010c02e024d29b05_jpg.rf.74fd77970fa32b5172bca958984625e4.jpg,1024,768,bus,272,253,694,474
010c02e024d29b05_jpg.rf.74fd77970fa32b5172bca958984625e4.jpg,1024,768,bus,37,281,204,427
chrome_AvpySVd2Dh_png.rf.7551bb635562b975de24b6595e781ae9.jpg,339,225,red_light,142,67,196,134
00000058_jpg.rf.755c04c16f4dc24fd64c2510996d6886.jpg,1024,768,truck,343,52,943,674
3040974006_jpg.rf.756d23e6ddfe59774afa76de379dd36f.jpg,640,640,truck,129,128,550,518
3040974006_jpg.rf.756d23e6ddfe59774afa76de379dd36f.jpg,640,640,truck,39,218,89,276
3040974006_jpg.rf.756d23e6ddfe59774afa76de379dd36f.jpg,640,640,truck,592,184,640,343
1fe4ca140dedc7a5_jpg.rf.75c9002edda8262927aeda0c57704913.jpg,1024,768,green_light,686,312,709,366
1fe4ca140dedc7a5_jpg.rf.75c9002edda8262927aeda0c57704913.jpg,1024,768,green_light,583,324,602,368
1fe4ca140dedc7a5_jpg.rf.75c9002edda8262927aeda0c57704913.jpg,1024,768,green_light,959,340,978,386
chrome_EG2UsDjDhL_png.rf.7585b31942de88eec200dec79f361e0c.jpg,573,740,truck,178,424,281,562
chrome_7ql8egkuSd_png.rf.75d1aec1c4bc4927626c3a5b9cefc7d7.jpg,446,362,yellow_light,125,53,186,176
chrome_Jrvdsgrrje_png.rf.7647c47b2c8c376ccf9c8452b387107c.jpg,529,482,red_light,120,60,160,133
chrome_Jrvdsgrrje_png.rf.7647c47b2c8c376ccf9c8452b387107c.jpg,529,482,red_light,179,84,216,154
chrome_Jrvdsgrrje_png.rf.7647c47b2c8c376ccf9c8452b387107c.jpg,529,482,red_light,365,341,388,391
chrome_Jrvdsgrrje_png.rf.7647c47b2c8c376ccf9c8452b387107c.jpg,529,482,red_light,389,341,408,390
chrome_ENrqRv25B2_png.rf.75d4979c88290c684243c32d94f32cb7.jpg,165,220,green_light,59,58,125,194
e0ce0bdb54caf1c4_jpg.rf.75966eb224b0d3ef64487b2c6e4f12ea.jpg,1024,685,motorcycle,227,270,590,565
e0ce0bdb54caf1c4_jpg.rf.75966eb224b0d3ef64487b2c6e4f12ea.jpg,1024,685,motorcycle,920,265,1024,328
chrome_j968p2tbqv_png.rf.767200178ca393371cd6cca03f894dd2.jpg,448,299,bus,28,25,348,273
4ac034dee7a19bfa_jpg.rf.756c420b9465fa85c77cf90c9eb52831.jpg,1024,768,motorcycle,20,63,1024,768
chrome_LHD1wcFW4V_png.rf.766c69f2881b7bae4a37640ff2c3e80f.jpg,461,140,yellow_light,239,42,262,102
af44afb78c054931_jpg.rf.7676aa629752cc035fb6148e374f4474.jpg,1024,768,van,8,637,211,730
chrome_V5cARtRGKr_png.rf.7685183a72f4467b18aa692d952a7a70.jpg,371,613,bus,54,311,371,475
90d2c5fc07d46467_jpg.rf.76b723f5f6d6775e7d4d9b663119db84.jpg,1024,685,motorcycle,13,82,909,685
036548a44c4a3d20_jpg.rf.76f3aba962e59e302bf8880952d25b1c.jpg,1024,731,motorcycle,574,195,1004,671
036548a44c4a3d20_jpg.rf.76f3aba962e59e302bf8880952d25b1c.jpg,1024,731,motorcycle,206,159,669,541
036548a44c4a3d20_jpg.rf.76f3aba962e59e302bf8880952d25b1c.jpg,1024,731,motorcycle,125,149,357,464
036548a44c4a3d20_jpg.rf.76f3aba962e59e302bf8880952d25b1c.jpg,1024,731,motorcycle,18,134,212,411
9450196cc35b86f5_jpg.rf.7716b53a97c022fd70174644226fe95b.jpg,1024,680,motorcycle,201,122,585,651
chrome_rgZY0nRCwN_png.rf.7728cae4a07ba7abc7cf83e225499ff3.jpg,587,350,yellow_light,146,108,176,172
chrome_rgZY0nRCwN_png.rf.7728cae4a07ba7abc7cf83e225499ff3.jpg,587,350,yellow_light,478,287,495,332

Screenshot-2022-11-15-201700_png.rf.771d90109f47c9ab36b0a28a42fa30bf.jpg,747,412,red_light,475,99,527,213
Screenshot-2022-11-15-201700_png.rf.771d90109f47c9ab36b0a28a42fa30bf.jpg,747,412,red_light,123,70,173,181
e1f4fedc9036bbe2_jpg.rf.775efc64e5b30eaddc6fece1e997c9b3.jpg,1024,768,van,447,251,798,601
article-1388711-00533F3D00000258-208_1024x615_large_jpg.rf.775e5e1963a114d901240b1efc99d56d.jpg,416,416,red_light,129,26,179,270
2789361711131414_jpg.rf.777657d44f72fcfe13f0279a9bb8a654.jpg,1024,768,bus,79,321,507,657
2789361711131414_jpg.rf.777657d44f72fcfe13f0279a9bb8a654.jpg,1024,768,van,27,454,76,500
30ba9af6ad64c33f_jpg.rf.77667f2d6b7f217fb08faedf82ac500a.jpg,1024,683,motorcycle,480,495,577,575
chrome_ZNNXjc1Zde_png.rf.777d797179465b3014586256286ec386.jpg,399,220,truck,212,42,359,167
chrome_tS75Nj10sZ_png.rf.7790863bd971d08db4e01aebefb63b69.jpg,257,348,red_light,119,104,156,219
06e76ad999725e82_jpg.rf.779f2233124fed517c06d523e7aa98e1.jpg,1024,575,van,272,25,1014,575
images34_jpg.rf.779c2b40c20fd3947f0fbdf0d35088ad.jpg,262,192,truck,68,103,193,172
0b223f1836fe5b7a_jpg.rf.77a423a0e241a1bd3294f6daaf7d5435.jpg,683,1024,green_light,343,104,609,653
chrome_0RsPQGlEJO_png.rf.787c7e623260faf5af6365db58e0280f.jpg,223,155,yellow_light,79,35,99,72
d438ebf96bf9d71c_jpg.rf.78227d0ae6b0ad1fb0f83be7cab0a433.jpg,640,269,green_light,173,130,216,190
images-1-_jpg.rf.788dd0616665e0bbba3d92de20aa1edd.jpg,300,168,yellow_light,217,47,238,103
images-1-_jpg.rf.788dd0616665e0bbba3d92de20aa1edd.jpg,300,168,yellow_light,63,52,85,108
chrome_zsZVMl6svv_png.rf.7938db2113cf65d8d8b7d91b6afc51ed.jpg,388,297,yellow_light,180,61,245,241
chrome_n7w4g0cBoR_png.rf.796527ee844f6f2568339b6cc7814c29.jpg,200,309,yellow_light,40,26,82,146
cba78e68f4ae43a3_jpg.rf.78a297a5887ea702966b96b4e31d0078.jpg,1024,626,van,208,315,374,439
cba78e68f4ae43a3_jpg.rf.78a297a5887ea702966b96b4e31d0078.jpg,1024,626,van,28,313,221,437
yellowLight_jpg.rf.7821d1846fd46c279faa950f9dc0cf52.jpg,299,220,yellow_light,155,51,202,173
chrome_E85brByqku_png.rf.788446e518426893b012b5c6f3b93169.jpg,269,208,truck,86,46,201,165
chrome_E85brByqku_png.rf.788446e518426893b012b5c6f3b93169.jpg,269,208,truck,7,75,75,159
6755936ba610ecab_jpg.rf.7985e33a12324bcff57b4f35b71f1ffc.jpg,1024,576,van,88,128,663,477
6755936ba610ecab_jpg.rf.7985e33a12324bcff57b4f35b71f1ffc.jpg,1024,576,van,408,119,901,448
1fb24f28f6efe179_jpg.rf.797bab2c60bce293c2f4a8e3da2d8321.jpg,1024,768,motorcycle,801,306,1024,531
D_S_image-19-fotoshowImageNew-83e06b71-51015_jpg.rf.7987ef51b1d30b3ddf0f7d62e00fdf20.jpg,898,599,truck,219,135,665,465
chrome_xiQqokWJpO_png.rf.79bda6f4052317a7ef74df0faeb017b4.jpg,358,255,green_light,212,33,289,198
chrome_q9kKQHo0ur_png.rf.79e6e5e92782c07c63a98e47941ab924.jpg,263,374,bus,0,10,211,374
chrome_G03sfxz6DH_png.rf.79fc4f125ba67cc3741cde09f4c7f067.jpg,392,85,yellow_light,239,24,249,56
chrome_G03sfxz6DH_png.rf.79fc4f125ba67cc3741cde09f4c7f067.jpg,392,85,yellow_light,106,44,119,74
chrome_T9y1CG4BbT_png.rf.798d562b95638681cdc59a56110c1905.jpg,433,279,bus,8,120,344,239
chrome_nqZ0d2r5FS_png.rf.7a5f27f1d462488ff67972902a882778.jpg,351,264,bus,70,26,330,250
00000017_jpg.rf.7a0506c18d7fd979465e50606cf55b29.jpg,1280,720,truck,0,1,644,601
47969a73b30d1f2c_jpg.rf.7a157ff605cec118bc6c1de3346c1de9.jpg,1024,1024,van,0,531,1024,1024
caminhoes-asfalto-carros-caminhao-de-reboque-imagem-de-fundo_jpg.rf.7a2066bdf34d55efa7717b0cc5aed67c.jpg,1200,900,truck,118,191,878,714
9e10384945e13d55_jpg.rf.7a861fc3d84c469c270276440d1e66fb.jpg,640,281,green_light,455,56,475,116
9e10384945e13d55_jpg.rf.7a861fc3d84c469c270276440d1e66fb.jpg,640,281,green_light,565,192,582,234
9e10384945e13d55_jpg.rf.7a861fc3d84c469c270276440d1e66fb.jpg,640,281,green_light,174,249,183,270
9e10384945e13d55_jpg.rf.7a861fc3d84c469c270276440d1e66fb.jpg,640,281,green_light,2,250,12,271
pexels-photo-12797993_jpeg.rf.7a869125c35a7bde7793544348cbee28.jpg,500,750,red_light,207,283,306,500
94_resized_jpg.rf.7a87c1ac3c85efdaa1f7bce22f78ad4b.jpg,416,346,truck,28,127,337,279
e5f6f2ab7fb45869_jpg.rf.7aa18db02979cddef879de8991421913.jpg,768,1024,van,603,764,768,929
e5f6f2ab7fb45869_jpg.rf.7aa18db02979cddef879de8991421913.jpg,768,1024,van,469,759,640,893
-50894A9D-DA2D-4049-9C7B-6006F32452BC-png_jpg.rf.7acb132a203276a2ef5e94645ae6bb69.jpg,640,640,car,134,116,570,448
2bcbb80bcac2ee29_jpg.rf.7ae519d29451eab12a90d88b92e01e3d.jpg,1024,681,bus,206,126,825,583
32a2ed72d289ff0b_jpg.rf.7aed535ab644f2faa39b5ffc38df01f8.jpg,1024,768,bus,63,127,977,530
-232F1AAC-99B4-4968-8EF1-6B89C021BE11-png_jpg.rf.7aef1acf716fc904d2414fcdfb8f2d62.jpg,640,640,car,37,4,511,468
chrome_4LfPeD4FUF_png.rf.7afd19e62d6595391a2193af1f04f15f.jpg,446,251,red_light,290,59,363,234
chrome_4LfPeD4FUF_png.rf.7afd19e62d6595391a2193af1f04f15f.jpg,446,251,green_light,187,62,262,236
5651c02ddb733dab_jpg.rf.7b1b97bac4dac341463c3c4ce12c9533.jpg,775,1024,bus,29,616,349,886
5651c02ddb733dab_jpg.rf.7b1b97bac4dac341463c3c4ce12c9533.jpg,775,1024,car,210,723,611,1024
5651c02ddb733dab_jpg.rf.7b1b97bac4dac341463c3c4ce12c9533.jpg,775,1024,car,543,761,730,951
5651c02ddb733dab_jpg.rf.7b1b97bac4dac341463c3c4ce12c9533.jpg,775,1024,car,671,780,775,976
chrome_oil7vMfVon_png.rf.7b3386a6ed68a5a3cffe004f682e53a4.jpg,491,772,bus,44,215,491,599
b83e7fd47cb0b0ef_jpg.rf.7b1fef1fc7b674d5b44abfb969ddcccd.jpg,1024,687,motorcycle,90,216,739,687
chrome_5TAhlytSKp_png.rf.7b83511158ec7391543366417911f175.jpg,358,236,truck,4,53,347,186
0e1ffc19c68f9f59_jpg.rf.7b7b18681fa8bdb074683a507051b5db.jpg,1024,817,van,168,76,938,776
7414_jpg.rf.7b3f58d8398bb7e538fba3eb75aa8380.jpg,1920,1080,truck,554,10,1520,687
chrome_GCF3pN81RQ_jpg.rf.7c5a5963ea58886ffc63056dd131f7f4.jpg,1052,788,truck,0,102,1038,608
camiao-camiao-de-toldo-IVECO-Eurocargo-120-250-P-P-HF-1673340563101621811_common-23011010413623465100_jpg.rf.7c6e51c61fc32db696a6d20fa7a30c5c.jpg,308,231,truck,39,8,270,209
chrome_pare1u9V7p_png.rf.7c954051d44060904a7e1b77e579b2af.jpg,172,227,green_light,56,56,115,175
chrome_E2jhNVXU52_png.rf.7c966b69749c839149cc4f96189d6ed9.jpg,924,596,green_light,434,129,465,200
chrome_bZTCzONRiD_png.rf.7cafd49a65ecd375058ffa0590edae74.jpg,488,329,yellow_light,314,143,382,295
chrome_4MpYFPQ8g6_png.rf.7d04197f4546a90af7745d84b67d0b25.jpg,338,227,bus,53,9,263,208
6a034a21257d4d59_jpg.rf.7d504867cdd9ba27ee3476dbe6da652d.jpg,1024,768,van,0,1,943,657
6a034a21257d4d59_jpg.rf.7d504867cdd9ba27ee3476dbe6da652d.jpg,1024,768,bus,806,97,1024,238
4745d52ded8f93fc_jpg.rf.7e0e1056039983f9bffb27242643ebc9.jpg,1024,699,bus,288,42,758,699
WhatsApp-Image-2023-05-11-at-20-19-00-2-_jpeg.rf.7cbbd7f12b453c4ae2840311b09d9ff1.jpg,753,1460,yellow_light,412,1381,440,1443
WhatsApp-Image-2023-05-11-at-20-19-00-2-_jpeg.rf.7cbbd7f12b453c4ae2840311b09d9ff1.jpg,753,1460,yellow_light,658,1113,678,1164
nintchdbpict000408357050_jpg.rf.7cbbf64941d76bd6cec49a0de65a2253.jpg,1920,1440,green_light,376,240,702,984
9277ef0838b2c75a_jpg.rf.7d9731b547364fdfb09351ebd5cbca40.jpg,1024,662,bus,139,52,894,637
7ade4fc96f2e181c_jpg.rf.7e1b69294b2fab48a11df368ce36fbbf.jpg,1024,684,van,106,34,486,203
7ade4fc96f2e181c_jpg.rf.7e1b69294b2fab48a11df368ce36fbbf.jpg,1024,684,van,844,0,1024,185
a5b6563a204808a1_jpg.rf.7daaa154326ff113b73d2c7a80c6fda9.jpg,640,472,red_light,3,143,37,215
chrome_ZlL4VtCvKN_png.rf.7e3138ed5b0566bbc254babac2b2395c.jpg,256,224,red_light,54,21,79,71
chrome_EQSf6oQVHV_png.rf.7e6c6f0d8084fbb22e545fdf9b51b355.jpg,487,270,bus,36,38,462,241
chrome_5GixKCNZeh_png.rf.7f058a6acc20da150d3f827455a0e313.jpg,400,261,truck,55,23,356,231
chrome_H6Ihdpywo3_png.rf.7e6770e35e27690658f4072820b700ad.jpg,333,227,green_light,85,1,95,26
chrome_LloaUUewqS_png.rf.7f1d740903d9e5abf8fed671cc86e444.jpg,241,248,truck,30,10,212,204
beda6c2fe02d3107_jpg.rf.7f6c8bd4c7d4d12e22e166dc5871c8c9.jpg,1024,768,bus,46,63,982,722
70e48bc895330ce6_jpg.rf.7f50cb4cb74430c6c872d4c567078197.jpg,1024,768,bus,0,260,992,768
aug_1_Screenshot-2023-03-15-225432_png_jpg.rf.7fc60165f39d428a24612d69e6b34ea5.jpg,640,640,green_light,370,269,428,389
06faf6ce2bfb8198_jpg.rf.7f755f2e5dfeac0f381ac8e7369a1697.jpg,1024,768,bus,604,227,1024,601
